store,websites,store_id,attribute_set,type,product_type_id,has_options,name,product_name,sku,price,weight,status,category_ids,visibility,description,short_description,meta_title,meta_keyword,meta_description,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,url_key,url_path,custom_design,custom_design_from,custom_design_to,page_layout,custom_layout_update,options_container,gift_message_available,enable_googlecheckout,tax_class_id,news_from_date,news_to_date,is_in_stock,manage_stock,use_config_manage_stock,,framer_config[mounts_count],framer_config[mounts_multi_price],framer_config[mounts_begin_price],framer_config[frames_begin_price],framer_config[a_few_images_price],framer_config_options,framer_config[image_generate],framer_apertures_options,frames,mounts,thickness,glazing,wall_view,re_skus,casier,qty
en,grifgraf,11,Default,framer,framer,1,London Window View,London Window View,8871,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8871.jpg,+/8871.jpg,+/8871.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,London Window View,London Window View,8871,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8871.jpg,+/8871.jpg,+/8871.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Window View 2,New York Window View 2,w8873,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8873.jpg,+/8873.jpg,+/8873.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Window View 2,New York Window View 2,w8873,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8873.jpg,+/8873.jpg,+/8873.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Window View 2,New York Window View 2,8873,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8873.jpg,+/8873.jpg,+/8873.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Window View 2,New York Window View 2,8873,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8873.jpg,+/8873.jpg,+/8873.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Sunset With Palm Trees,Sunset With Palm Trees,w8951,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8951.jpg,+/8951.jpg,+/8951.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Sunset With Palm Trees,Sunset With Palm Trees,w8951,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8951.jpg,+/8951.jpg,+/8951.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Sunset With Palm Trees,Sunset With Palm Trees,8951,32.99,0,Enabled,"122, 144, 143","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8951.jpg,+/8951.jpg,+/8951.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Sunset With Palm Trees,Sunset With Palm Trees,8951,32.99,0,Enabled,"122, 144, 143","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8951.jpg,+/8951.jpg,+/8951.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,London Best City In The World,London Best City In The World,w8952,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8952.jpg,+/8952.jpg,+/8952.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,London Best City In The World,London Best City In The World,w8952,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8952.jpg,+/8952.jpg,+/8952.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,London Best City In The World,London Best City In The World,8952,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8952.jpg,+/8952.jpg,+/8952.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,London Best City In The World,London Best City In The World,8952,32.99,0,Enabled,"122, 141, 141, 131","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8952.jpg,+/8952.jpg,+/8952.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Paris Eiffel Tower Night,Paris Eiffel Tower Night,w8953,9.99,0,Enabled,"166, 166, 165","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8953.jpg,+/8953.jpg,+/8953.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Paris Eiffel Tower Night,Paris Eiffel Tower Night,w8953,9.99,0,Enabled,"166, 166, 165","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8953.jpg,+/8953.jpg,+/8953.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Paris Eiffel Tower Night,Paris Eiffel Tower Night,8953,32.99,0,Enabled,"122, 141, 141, 132, 146","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8953.jpg,+/8953.jpg,+/8953.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Paris Eiffel Tower Night,Paris Eiffel Tower Night,8953,32.99,0,Enabled,"122, 141, 141, 132, 146","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8953.jpg,+/8953.jpg,+/8953.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Beach Hammock,Beach Hammock,w8954,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8954.jpg,+/8954.jpg,+/8954.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Beach Hammock,Beach Hammock,w8954,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8954.jpg,+/8954.jpg,+/8954.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Beach Hammock,Beach Hammock,8954,32.99,0,Enabled,"122, 144, 143","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8954.jpg,+/8954.jpg,+/8954.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Beach Hammock,Beach Hammock,8954,32.99,0,Enabled,"122, 144, 143","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8954.jpg,+/8954.jpg,+/8954.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Bob Marley Black And White,Bob Marley Black And White,w8957,9.99,0,Enabled,"167, 167, 167, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8957.jpg,+/8957.jpg,+/8957.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Bob Marley Black And White,Bob Marley Black And White,w8957,9.99,0,Enabled,"167, 167, 167, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8957.jpg,+/8957.jpg,+/8957.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Bob Marley Black And White,Bob Marley Black And White,8957,32.99,0,Enabled,"122, 134, 138, 138, 136, 144, 145","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8957.jpg,+/8957.jpg,+/8957.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Bob Marley Black And White,Bob Marley Black And White,8957,32.99,0,Enabled,"122, 134, 138, 138, 136, 144, 145","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8957.jpg,+/8957.jpg,+/8957.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Paris View From Window,Paris View From Window,w8959,9.99,0,Enabled,"166, 166, 165","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8959.jpg,+/8959.jpg,+/8959.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Paris View From Window,Paris View From Window,w8959,9.99,0,Enabled,"166, 166, 165","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8959.jpg,+/8959.jpg,+/8959.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Paris View From Window,Paris View From Window,8959,32.99,0,Enabled,"122, 141, 141, 132, 146","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8959.jpg,+/8959.jpg,+/8959.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Paris View From Window,Paris View From Window,8959,32.99,0,Enabled,"122, 141, 141, 132, 146","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8959.jpg,+/8959.jpg,+/8959.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w24:h36:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Window View,New York Window View,w8960,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8960.jpg,+/8960.jpg,+/8960.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Window View,New York Window View,w8960,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8960.jpg,+/8960.jpg,+/8960.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Window View,New York Window View,8960,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8960.jpg,+/8960.jpg,+/8960.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Window View,New York Window View,8960,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8960.jpg,+/8960.jpg,+/8960.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Aurora Rosie's Diner,Aurora Rosie's Diner,w8961,9.99,0,Enabled,166,"Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8961.jpg,+/8961.jpg,+/8961.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,Aurora Rosie's Diner,Aurora Rosie's Diner,w8961,9.99,0,Enabled,166,"Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8961.jpg,+/8961.jpg,+/8961.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,Aurora Rosie's Diner,Aurora Rosie's Diner,8961,32.99,0,Enabled,"122, 141","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8961.jpg,+/8961.jpg,+/8961.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,Aurora Rosie's Diner,Aurora Rosie's Diner,8961,32.99,0,Enabled,"122, 141","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8961.jpg,+/8961.jpg,+/8961.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,New York Central Park,New York Central Park,w8962,9.99,0,Enabled,"166, 166","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8962.jpg,+/8962.jpg,+/8962.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
fra,collection,13,Default,framer,framer,1,New York Central Park,New York Central Park,w8962,9.99,0,Enabled,"166, 166","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,Affiche 24x36 pouces encadré dans une moulure de 1.375 pouces. Produit fini de 26.75x38.75 pouces.,,,,+/8962.jpg,+/8962.jpg,+/8962.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
en,grifgraf,11,Default,framer,framer,1,New York Central Park,New York Central Park,8962,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,24x36 inch poster framed in a 2 inch moulding. Finished product is 28x40 inch.,,,,+/8962.jpg,+/8962.jpg,+/8962.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
fr,grifgraf,10,Default,framer,framer,1,New York Central Park,New York Central Park,8962,32.99,0,Enabled,"122, 141, 141, 133","Catalog, Search",Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,Affiche 24x36 pouces encadré dans une moulure de 2 pouces. Produit fini de 28x40 pouces.,,,,+/8962.jpg,+/8962.jpg,+/8962.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",2,,,,"3,4,5,6,7,8",,A2,100
eng,collection,12,Default,framer,framer,1,Paris Eiffel Tower In 1909,Paris Eiffel Tower In 1909,w8963,9.99,0,Enabled,"166, 166, 165","Catalog, Search",24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,24x36 inch poster framed in a 1.375 inch moulding. Finished product is 26.75x38.75 inch.,,,,+/8963.jpg,+/8963.jpg,+/8963.jpg,,,,,,,,,No layout updates,,container1,No,No,Taxable Goods,,,1,0,0,,1,0,0,0,0,"paper_loose(start,review,apertures):0;paper_framed(start,review,apertures,frames):1",Whis Art,"'24x36'[1,1](image):w36:h24:p0.00",5,,,,"3,4,5,6,7,8",,A2,100
